"items","support","count"
"{用途=Copywriting/Drafting,自學_高}",0.08108,4054
"{AI時數_高,依賴_低}",0.08102,4051
"{AI時數_低,付費=否,依賴_低,焦慮_低}",0.08096,4048
"{AI時數_低,主修=STEM}",0.08088,4044
"{付費=是,依賴_中}",0.08076,4038
"{用途=Debugging/Troubleshooting,自學_中}",0.08072,4036
"{付費=否,倦怠=Medium,自學_低}",0.08062,4031
"{依賴_高,政策=Actively_Encouraged}",0.0806,4030
"{主修=Humanities,焦慮_低}",0.08042,4021
"{主修=Humanities,技能=Beginner}",0.08014,4007
"{依賴_低,倦怠=Low,技能=Intermediate}",0.08012,4006
"{倦怠=Medium,技能=Beginner,政策=Allowed_With_Citation}",0.08012,4006
"{付費=否,依賴_低,政策=Allowed_With_Citation,焦慮_低}",0.08012,4006
"{依賴_低,倦怠=Medium,自學_高}",0.08008,4004
"{GPA_下降,用途=Copywriting/Drafting}",0.07996,3998
"{GPA_持平,倦怠=High}",0.07994,3997
"{依賴_低,年級=Graduate}",0.07986,3993
"{主修=Humanities,付費=是}",0.07974,3987
"{AI時數_低,GPA_下降,付費=否}",0.07966,3983
"{付費=否,倦怠=Low,自學_高}",0.07958,3979
"{年級=Junior,技能=Intermediate}",0.0792,3960
"{AI時數_中,依賴_低,倦怠=Low}",0.07906,3953
"{AI時數_中,倦怠=Medium,政策=Allowed_With_Citation}",0.079,3950
"{AI時數_高,依賴_高,自學_低}",0.07894,3947
"{GPA_上升,依賴_低,倦怠=Medium}",0.07894,3947
"{AI時數_中,用途=Debugging/Troubleshooting}",0.07876,3938
"{主修=STEM,政策=Allowed_With_Citation,用途=Debugging/Troubleshooting}",0.07876,3938
"{GPA_上升,主修=Business}",0.07872,3936
"{GPA_持平,付費=否,焦慮_低}",0.0787,3935
"{年級=Senior,技能=Beginner}",0.0785,3925
"{付費=否,技能=Advanced,政策=Allowed_With_Citation}",0.07836,3918
"{倦怠=Medium,技能=Intermediate,政策=Allowed_With_Citation}",0.07822,3911
"{GPA_下降,付費=否,焦慮_低}",0.07818,3909
"{年級=Freshman,技能=Intermediate}",0.07814,3907
"{倦怠=Medium,政策=Strict_Ban}",0.0781,3905
"{依賴_低,倦怠=Medium,自學_中}",0.07804,3902
"{AI時數_中,付費=否,倦怠=Low}",0.07796,3898
"{GPA_持平,依賴_低,倦怠=Low}",0.07788,3894
"{AI時數_低,主修=Humanities}",0.07786,3893
"{AI時數_低,付費=否,技能=Intermediate}",0.07786,3893
"{GPA_持平,依賴_低,倦怠=Medium}",0.0777,3885
"{AI時數_高,付費=是,焦慮_高}",0.07768,3884
"{依賴_低,倦怠=Medium,焦慮_中}",0.07768,3884
"{用途=Copywriting/Drafting,自學_低}",0.07766,3883
"{AI時數_低,政策=Allowed_With_Citation,焦慮_低}",0.07748,3874
"{付費=是,技能=Beginner,政策=Allowed_With_Citation}",0.07742,3871
"{GPA_下降,付費=否,技能=Beginner}",0.0773,3865
"{GPA_上升,付費=是,政策=Allowed_With_Citation}",0.07726,3863
"{主修=Medical,付費=否}",0.0772,3860
"{AI時數_高,付費=是,自學_低}",0.077,3850
"{付費=否,倦怠=Low,技能=Beginner}",0.07696,3848
"{技能=Advanced,焦慮_高}",0.07676,3838
"{依賴_低,倦怠=High}",0.07674,3837
"{GPA_下降,依賴_低,倦怠=Low}",0.07666,3833
"{AI時數_中,焦慮_高}",0.07664,3832
"{付費=否,焦慮_低,自學_中}",0.07656,3828
"{GPA_下降,年級=Sophomore}",0.07646,3823
"{倦怠=Low,用途=Debugging/Troubleshooting}",0.07644,3822
"{依賴_低,焦慮_低,自學_低}",0.07638,3819
"{AI時數_高,倦怠=High,政策=Allowed_With_Citation}",0.07636,3818
"{GPA_持平,用途=Debugging/Troubleshooting}",0.07626,3813
"{依賴_低,政策=Actively_Encouraged,焦慮_低}",0.07614,3807
"{付費=是,政策=Allowed_With_Citation,焦慮_中}",0.07602,3801
"{AI時數_高,主修=STEM,依賴_高}",0.07596,3798
"{依賴_高,自學_高}",0.07592,3796
"{技能=Intermediate,用途=Ideation}",0.07586,3793
"{AI時數_低,GPA_上升,依賴_低}",0.0758,3790
"{倦怠=Medium,政策=Allowed_With_Citation,焦慮_中}",0.07572,3786
"{依賴_低,倦怠=Low,焦慮_中}",0.07568,3784
"{GPA_持平,年級=Junior}",0.07566,3783
"{付費=是,技能=Intermediate,政策=Allowed_With_Citation}",0.07564,3782
"{AI時數_低,倦怠=Low,焦慮_低}",0.07562,3781
"{GPA_持平,付費=否,技能=Beginner}",0.07562,3781
"{AI時數_中,付費=否,自學_高}",0.07554,3777
"{技能=Advanced,用途=Debugging/Troubleshooting}",0.07552,3776
"{AI時數_中,付費=否,焦慮_中}",0.07552,3776
"{AI時數_高,付費=否,依賴_高}",0.0754,3770
"{主修=Business,政策=Actively_Encouraged}",0.07538,3769
"{GPA_上升,付費=否,焦慮_低}",0.07532,3766
"{AI時數_中,付費=否,技能=Intermediate}",0.07526,3763
"{GPA_下降,依賴_低,倦怠=Medium}",0.07526,3763
"{年級=Freshman,焦慮_中}",0.07518,3759
"{GPA_上升,倦怠=Medium,政策=Allowed_With_Citation}",0.07516,3758
"{政策=Actively_Encouraged,焦慮_高}",0.07508,3754
"{年級=Graduate,政策=Allowed_With_Citation}",0.07506,3753
"{GPA_上升,用途=Copywriting/Drafting}",0.07504,3752
"{依賴_高,技能=Advanced}",0.07502,3751
"{付費=否,依賴_低,用途=Debugging/Troubleshooting}",0.075,3750
"{政策=Strict_Ban,焦慮_高}",0.07498,3749
"{AI時數_低,依賴_低,政策=Actively_Encouraged}",0.07496,3748
"{年級=Senior,技能=Intermediate}",0.07486,3743
"{AI時數_高,主修=STEM,付費=是}",0.07484,3742
"{付費=是,政策=Allowed_With_Citation,自學_低}",0.0748,3740
"{AI時數_中,依賴_中}",0.07476,3738
"{AI時數_低,用途=Debugging/Troubleshooting}",0.0747,3735
"{主修=Humanities,付費=否,依賴_低}",0.0747,3735
"{AI時數_高,倦怠=High,焦慮_高}",0.07458,3729
"{AI時數_中,依賴_低,技能=Beginner}",0.07448,3724
"{依賴_低,倦怠=Low,自學_中}",0.07446,3723
"{依賴_中,技能=Beginner}",0.07444,3722
"{AI時數_中,年級=Junior}",0.0743,3715
"{年級=Sophomore,焦慮_低}",0.07426,3713
"{主修=STEM,依賴_低,用途=Debugging/Troubleshooting}",0.07424,3712
"{技能=Beginner,政策=Allowed_With_Citation,焦慮_低}",0.07416,3708
"{AI時數_高,年級=Freshman}",0.07414,3707
"{倦怠=High,焦慮_低}",0.07414,3707
"{付費=否,技能=Beginner,焦慮_中}",0.07408,3704
"{AI時數_中,GPA_上升,付費=否}",0.07406,3703
"{AI時數_中,GPA_持平,付費=否}",0.07406,3703
"{年級=Junior,焦慮_中}",0.07402,3701
"{AI時數_低,年級=Freshman}",0.07396,3698
"{年級=Junior,自學_高}",0.07394,3697
"{付費=否,依賴_低,倦怠=Medium,政策=Allowed_With_Citation}",0.0739,3695
"{年級=Freshman,自學_低}",0.07388,3694
"{AI時數_低,年級=Junior}",0.07386,3693
"{付費=否,倦怠=Low,技能=Intermediate}",0.07386,3693
"{付費=否,技能=Beginner,自學_高}",0.0738,3690
"{依賴_低,倦怠=Medium,自學_低}",0.07378,3689
"{主修=Business,付費=否,政策=Allowed_With_Citation}",0.07372,3686
"{年級=Junior,自學_低}",0.07366,3683
"{GPA_持平,用途=Ideation}",0.07354,3677
"{付費=否,用途=Direct_Answer_Generation}",0.07348,3674
"{AI時數_低,GPA_持平,付費=否}",0.07348,3674
"{付費=否,焦慮_低,自學_低}",0.07348,3674
"{用途=Ideation,自學_低}",0.07346,3673
"{付費=否,倦怠=Medium,政策=Actively_Encouraged}",0.07346,3673
"{政策=Actively_Encouraged,用途=Debugging/Troubleshooting}",0.07344,3672
"{年級=Freshman,自學_高}",0.07338,3669
"{年級=Freshman,自學_中}",0.07336,3668
"{GPA_下降,用途=Ideation}",0.0733,3665
"{年級=Junior,自學_中}",0.0733,3665
"{GPA_持平,倦怠=Medium,政策=Allowed_With_Citation}",0.0732,3660
"{付費=否,依賴_低,年級=Junior}",0.07318,3659
"{GPA_下降,政策=Strict_Ban}",0.07314,3657
"{依賴_低,技能=Advanced,政策=Allowed_With_Citation}",0.07314,3657
"{焦慮_中,用途=Ideation}",0.07312,3656
"{AI時數_高,付費=否,政策=Allowed_With_Citation}",0.0731,3655
"{付費=是,依賴_低,技能=Beginner}",0.07308,3654
"{倦怠=Medium,用途=Summarizing_Reading}",0.07302,3651
"{GPA_下降,技能=Advanced}",0.07302,3651
"{AI時數_高,倦怠=High,自學_低}",0.073,3650
"{AI時數_低,付費=否,焦慮_中}",0.07298,3649
"{付費=是,用途=Summarizing_Reading}",0.07288,3644
"{付費=是,依賴_高,倦怠=High}",0.07288,3644
"{倦怠=Medium,政策=Allowed_With_Citation,自學_高}",0.07284,3642
"{倦怠=Medium,政策=Allowed_With_Citation,自學_中}",0.0728,3640
"{付費=否,依賴_低,年級=Freshman}",0.07278,3639
"{AI時數_高,年級=Junior}",0.07274,3637
"{倦怠=Low,政策=Allowed_With_Citation,焦慮_低}",0.07272,3636
"{GPA_下降,付費=否,技能=Intermediate}",0.07258,3629
"{AI時數_中,年級=Freshman}",0.07252,3626
"{AI時數_中,付費=否,自學_中}",0.07252,3626
"{付費=否,依賴_低,年級=Senior}",0.07248,3624
"{AI時數_低,依賴_低,自學_低}",0.07242,3621
"{技能=Beginner,政策=Strict_Ban}",0.07236,3618
"{GPA_上升,倦怠=Medium,自學_高}",0.07236,3618
"{倦怠=Medium,政策=Allowed_With_Citation,自學_低}",0.07222,3611
"{依賴_高,用途=Debugging/Troubleshooting}",0.07214,3607
"{付費=否,技能=Beginner,自學_中}",0.07214,3607
"{主修=Humanities,倦怠=Low}",0.07212,3606
"{GPA_下降,付費=否,倦怠=Low}",0.07204,3602
"{倦怠=Low,焦慮_高}",0.07198,3599
"{年級=Senior,自學_中}",0.07194,3597
"{付費=是,依賴_低,技能=Intermediate}",0.07192,3596
"{付費=是,依賴_高,政策=Allowed_With_Citation}",0.07188,3594
"{年級=Sophomore,技能=Beginner}",0.07186,3593
"{主修=STEM,依賴_低,政策=Allowed_With_Citation}",0.07184,3592
"{AI時數_低,用途=Ideation}",0.07182,3591
"{技能=Intermediate,政策=Allowed_With_Citation,焦慮_低}",0.07182,3591
"{付費=否,政策=Actively_Encouraged,焦慮_低}",0.07178,3589
"{付費=是,政策=Allowed_With_Citation,自學_中}",0.07176,3588
"{倦怠=Low,年級=Junior}",0.07174,3587
"{倦怠=Low,年級=Sophomore}",0.0717,3585
"{AI時數_高,用途=Ideation}",0.0717,3585
"{AI時數_中,付費=是,依賴_低}",0.07168,3584
"{GPA_持平,年級=Senior}",0.07162,3581
"{付費=否,政策=Allowed_With_Citation,用途=Copywriting/Drafting}",0.07156,3578
"{年級=Senior,焦慮_中}",0.07154,3577
"{付費=否,依賴_低,倦怠=Low,政策=Allowed_With_Citation}",0.07154,3577
"{AI時數_低,倦怠=Medium,政策=Allowed_With_Citation}",0.07152,3576
"{政策=Actively_Encouraged,用途=Copywriting/Drafting}",0.07144,3572
"{主修=STEM,付費=是,用途=Debugging/Troubleshooting}",0.0714,3570
"{AI時數_高,年級=Senior}",0.07126,3563
"{倦怠=High,政策=Actively_Encouraged}",0.07126,3563
"{付費=否,依賴_低,用途=Ideation}",0.07126,3563
"{AI時數_低,年級=Senior}",0.07114,3557
"{GPA_下降,依賴_低,技能=Beginner}",0.07102,3551
"{主修=Medical,依賴_低}",0.0709,3545
"{AI時數_中,用途=Ideation}",0.0709,3545
"{AI時數_高,用途=Copywriting/Drafting}",0.07088,3544
"{倦怠=Low,用途=Ideation}",0.07084,3542
"{付費=是,依賴_低,自學_高}",0.0708,3540
"{GPA_下降,付費=是,自學_低}",0.07072,3536
"{付費=否,技能=Beginner,自學_低}",0.07072,3536
"{用途=Ideation,自學_高}",0.0707,3535
"{GPA_持平,付費=是,政策=Allowed_With_Citation}",0.0707,3535
"{AI時數_中,主修=Humanities}",0.07068,3534
"{主修=STEM,付費=否,倦怠=Medium}",0.07068,3534
"{GPA_上升,付費=是,依賴_低}",0.07068,3534
"{AI時數_低,付費=否,自學_中}",0.07066,3533
"{付費=否,政策=Allowed_With_Citation,焦慮_高}",0.07054,3527
"{主修=Humanities,技能=Intermediate}",0.07052,3526
"{年級=Senior,自學_低}",0.0705,3525
"{倦怠=High,技能=Advanced}",0.07046,3523
"{GPA_持平,付費=否,倦怠=Low}",0.07046,3523
"{GPA_持平,年級=Freshman}",0.07044,3522
"{付費=否,倦怠=Low,焦慮_中}",0.07032,3516
"{AI時數_中,年級=Senior}",0.07028,3514
"{用途=Ideation,自學_中}",0.07026,3513
"{GPA_持平,付費=否,自學_中}",0.07026,3513
"{年級=Senior,自學_高}",0.07024,3512
"{焦慮_高,用途=Debugging/Troubleshooting}",0.0701,3505
"{主修=Arts,付費=否}",0.07,3500
"{AI時數_中,GPA_上升,依賴_低}",0.06996,3498
"{GPA_上升,依賴_低,倦怠=Low}",0.06992,3496
"{GPA_持平,付費=否,技能=Intermediate}",0.0699,3495
"{依賴_中,焦慮_低}",0.06988,3494
"{付費=否,技能=Intermediate,自學_高}",0.06986,3493
"{依賴_低,技能=Beginner,自學_高}",0.06978,3489
"{付費=否,技能=Intermediate,焦慮_中}",0.06978,3489
"{年級=Sophomore,技能=Intermediate}",0.06974,3487
"{依賴_中,焦慮_中}",0.0697,3485
"{主修=STEM,付費=是,政策=Allowed_With_Citation}",0.06968,3484
"{付費=否,政策=Allowed_With_Citation,用途=Debugging/Troubleshooting}",0.06966,3483
"{AI時數_中,依賴_低,技能=Intermediate}",0.06958,3479
"{主修=Business,付費=否,用途=Ideation}",0.06956,3478
"{GPA_持平,主修=Humanities}",0.06952,3476
"{GPA_下降,倦怠=Medium,政策=Allowed_With_Citation}",0.0695,3475
"{依賴_中,技能=Intermediate}",0.0694,3470
"{主修=Humanities,焦慮_中}",0.06926,3463
"{AI時數_中,政策=Allowed_With_Citation,焦慮_低}",0.06926,3463
"{依賴_低,技能=Advanced,焦慮_低}",0.06924,3462
"{付費=是,依賴_低,自學_中}",0.06914,3457
"{AI時數_中,依賴_低,自學_高}",0.06912,3456
"{GPA_下降,倦怠=Medium,自學_低}",0.06904,3452
"{付費=否,依賴_低,倦怠=Medium,焦慮_低}",0.06902,3451
"{主修=Business,焦慮_高}",0.06896,3448
"{GPA_持平,依賴_低,技能=Beginner}",0.06894,3447
"{依賴_低,倦怠=Low,政策=Actively_Encouraged}",0.0689,3445
"{AI時數_高,付費=是,倦怠=Medium}",0.0689,3445
"{GPA_持平,付費=是,依賴_低}",0.06888,3444
"{技能=Intermediate,政策=Strict_Ban}",0.06886,3443
"{付費=否,倦怠=Medium,技能=Advanced}",0.06866,3433
"{GPA_上升,付費=是,自學_高}",0.06858,3429
"{政策=Allowed_With_Citation,焦慮_低,自學_高}",0.06858,3429
"{GPA_上升,政策=Allowed_With_Citation,焦慮_低}",0.06856,3428
"{付費=否,倦怠=Low,自學_中}",0.06854,3427
"{付費=是,依賴_低,焦慮_中}",0.06854,3427
"{主修=Humanities,自學_高}",0.0685,3425
"{GPA_持平,政策=Allowed_With_Citation,焦慮_低}",0.06846,3423
"{AI時數_中,依賴_低,焦慮_中}",0.06838,3419
"{AI時數_中,依賴_低,自學_中}",0.0683,3415
"{付費=否,依賴_低,倦怠=Low,焦慮_低}",0.0683,3415
"{主修=Business,依賴_低,政策=Allowed_With_Citation}",0.06828,3414
"{依賴_低,用途=Direct_Answer_Generation}",0.06816,3408
"{依賴_中,自學_高}",0.06816,3408
"{GPA_下降,主修=Humanities}",0.06808,3404
"{AI時數_中,GPA_持平,依賴_低}",0.06808,3404
"{依賴_低,政策=Allowed_With_Citation,用途=Copywriting/Drafting}",0.06804,3402
"{GPA_上升,主修=STEM,用途=Debugging/Troubleshooting}",0.06796,3398
"{付費=否,焦慮_中,自學_高}",0.06794,3397
"{依賴_低,倦怠=Medium,政策=Actively_Encouraged}",0.0679,3395
"{AI時數_中,政策=Strict_Ban}",0.06788,3394
"{GPA_上升,依賴_中}",0.06786,3393
"{政策=Allowed_With_Citation,焦慮_低,自學_中}",0.06784,3392
"{AI時數_高,政策=Allowed_With_Citation,自學_低}",0.06768,3384
"{AI時數_高,依賴_高,技能=Beginner}",0.06762,3381
"{AI時數_中,付費=否,自學_低}",0.0676,3380
"{付費=否,技能=Intermediate,自學_中}",0.0676,3380
"{GPA_上升,用途=Ideation}",0.06758,3379
"{AI時數_中,GPA_下降,付費=否}",0.06754,3377
"{付費=是,政策=Allowed_With_Citation,自學_高}",0.0675,3375
"{AI時數_高,主修=STEM,倦怠=High}",0.06738,3369
"{AI時數_高,倦怠=Medium,政策=Allowed_With_Citation}",0.06734,3367
"{AI時數_高,付費=是,依賴_高,倦怠=High}",0.06728,3364
"{GPA_下降,技能=Beginner,自學_低}",0.0672,3360
"{依賴_低,技能=Intermediate,自學_高}",0.06716,3358
"{主修=STEM,依賴_低,焦慮_低}",0.06714,3357
"{GPA_持平,付費=否,焦慮_中}",0.06712,3356
"{倦怠=High,用途=Debugging/Troubleshooting}",0.06708,3354
"{年級=Sophomore,焦慮_中}",0.06704,3352
"{依賴_低,技能=Beginner,焦慮_中}",0.06702,3351
"{AI時數_低,焦慮_高}",0.06698,3349
"{AI時數_高,GPA_上升,付費=是}",0.0669,3345
"{AI時數_高,付費=是,技能=Beginner}",0.06684,3342
"{付費=否,依賴_低,政策=Strict_Ban}",0.0668,3340
"{GPA_下降,依賴_低,技能=Intermediate}",0.0668,3340
"{GPA_持平,付費=否,自學_高}",0.06678,3339
"{焦慮_低,用途=Summarizing_Reading}",0.06666,3333
"{依賴_低,技能=Beginner,自學_中}",0.06656,3328
"{主修=Humanities,自學_中}",0.06648,3324
"{年級=Junior,政策=Actively_Encouraged}",0.06646,3323
"{AI時數_高,付費=是,技能=Intermediate}",0.06642,3321
"{AI時數_低,付費=否,依賴_低,倦怠=Medium}",0.06642,3321
"{GPA_持平,年級=Sophomore}",0.0664,3320
"{AI時數_低,倦怠=Low,自學_高}",0.0664,3320
"{AI時數_高,付費=否,倦怠=High}",0.06628,3314
"{付費=否,技能=Intermediate,自學_低}",0.06628,3314
"{主修=Arts,依賴_低}",0.06624,3312
"{AI時數_低,年級=Sophomore}",0.06622,3311
"{AI時數_低,依賴_低,技能=Advanced}",0.06622,3311
"{年級=Freshman,政策=Actively_Encouraged}",0.06618,3309
"{年級=Sophomore,自學_低}",0.0661,3305
"{GPA_下降,付費=是,政策=Allowed_With_Citation}",0.0661,3305
"{主修=Business,依賴_高}",0.06608,3304
"{AI時數_高,年級=Sophomore}",0.06604,3302
"{AI時數_高,GPA_下降,依賴_高}",0.06602,3301
"{GPA_上升,焦慮_低,自學_高}",0.06602,3301
"{AI時數_高,依賴_中}",0.066,3300
"{政策=Strict_Ban,自學_高}",0.0659,3295
"{技能=Beginner,政策=Allowed_With_Citation,焦慮_中}",0.0659,3295
"{年級=Sophomore,自學_高}",0.06584,3292
"{AI時數_高,依賴_高,技能=Intermediate}",0.06584,3292
"{依賴_中,自學_中}",0.06576,3288
"{主修=STEM,倦怠=Medium,政策=Allowed_With_Citation}",0.0657,3285
"{GPA_持平,依賴_低,技能=Intermediate}",0.06564,3282
"{主修=STEM,年級=Freshman}",0.0656,3280
"{主修=STEM,年級=Junior}",0.06558,3279
"{政策=Allowed_With_Citation,焦慮_低,自學_低}",0.06552,3276
"{GPA_持平,依賴_中}",0.06548,3274
"{主修=Business,依賴_低,用途=Ideation}",0.06548,3274
"{主修=STEM,年級=Senior}",0.06546,3273
"{GPA_下降,用途=Debugging/Troubleshooting}",0.06546,3273
"{付費=否,年級=Junior,政策=Allowed_With_Citation}",0.06546,3273
"{政策=Actively_Encouraged,用途=Ideation}",0.0654,3270
"{GPA_下降,依賴_中}",0.06534,3267
"{AI時數_高,主修=STEM,用途=Debugging/Troubleshooting}",0.06528,3264
"{年級=Sophomore,自學_中}",0.06526,3263
"{AI時數_低,依賴_低,用途=Copywriting/Drafting}",0.06524,3262
"{AI時數_低,政策=Allowed_With_Citation,自學_高}",0.06522,3261
"{GPA_持平,依賴_低,自學_中}",0.0652,3260
"{付費=否,技能=Beginner,政策=Actively_Encouraged}",0.06506,3253
"{政策=Strict_Ban,自學_低}",0.06504,3252
"{GPA_下降,付費=否,焦慮_中}",0.06502,3251
"{主修=Medical,政策=Allowed_With_Citation}",0.065,3250
"{付費=是,倦怠=Medium,焦慮_低}",0.06496,3248
"{AI時數_中,年級=Sophomore}",0.06494,3247
"{GPA_下降,政策=Allowed_With_Citation,焦慮_低}",0.06492,3246
"{主修=Humanities,自學_低}",0.0649,3245
"{依賴_高,焦慮_低}",0.06484,3242
"{政策=Strict_Ban,自學_中}",0.06482,3241
"{依賴_中,自學_低}",0.06476,3238
"{AI時數_中,付費=否,政策=Actively_Encouraged}",0.06474,3237
"{AI時數_中,倦怠=Medium,焦慮_低}",0.06474,3237
"{付費=否,焦慮_中,自學_中}",0.0647,3235
"{年級=Senior,政策=Actively_Encouraged}",0.06468,3234
"{主修=STEM,倦怠=Medium,用途=Debugging/Troubleshooting}",0.06466,3233
"{GPA_下降,技能=Beginner,政策=Allowed_With_Citation}",0.06464,3232
"{GPA_上升,年級=Graduate}",0.06454,3227
"{付費=否,依賴_高,政策=Allowed_With_Citation}",0.06454,3227
"{依賴_低,倦怠=Medium,技能=Advanced}",0.06444,3222
"{GPA_持平,技能=Beginner,政策=Allowed_With_Citation}",0.06444,3222
"{AI時數_高,主修=STEM,政策=Allowed_With_Citation}",0.06442,3221
"{倦怠=Low,政策=Allowed_With_Citation,自學_高}",0.06442,3221
"{GPA_持平,依賴_低,自學_高}",0.06432,3216
"{AI時數_低,依賴_低,倦怠=Low,政策=Allowed_With_Citation}",0.0643,3215
"{技能=Beginner,用途=Summarizing_Reading}",0.06424,3212
"{GPA_上升,付費=否,焦慮_中}",0.0642,3210
"{政策=Allowed_With_Citation,用途=Direct_Answer_Generation}",0.06412,3206
"{付費=否,技能=Advanced,焦慮_低}",0.06412,3206
"{依賴_低,技能=Intermediate,焦慮_中}",0.0641,3205
"{AI時數_高,政策=Strict_Ban}",0.06408,3204
"{倦怠=Medium,年級=Graduate}",0.064,3200
"{付費=否,年級=Freshman,政策=Allowed_With_Citation}",0.0639,3195
"{付費=是,年級=Graduate}",0.06386,3193
"{AI時數_高,GPA_上升,政策=Allowed_With_Citation}",0.06386,3193
"{付費=否,依賴_低,焦慮_高}",0.06384,3192
"{AI時數_低,政策=Strict_Ban}",0.0638,3190
"{依賴_低,技能=Intermediate,自學_中}",0.06376,3188
"{主修=STEM,付費=否,焦慮_低}",0.06374,3187
"{GPA_上升,付費=否,技能=Beginner}",0.06374,3187
"{付費=否,焦慮_中,自學_低}",0.0637,3185
"{AI時數_低,付費=否,政策=Actively_Encouraged}",0.06362,3181
"{AI時數_低,技能=Beginner,政策=Allowed_With_Citation}",0.06336,3168
"{AI時數_低,依賴_低,倦怠=Low,焦慮_低}",0.06336,3168
"{AI時數_中,付費=否,依賴_低,政策=Allowed_With_Citation}",0.06332,3166
"{付費=否,依賴_低,年級=Sophomore}",0.0633,3165
"{付費=否,倦怠=Low,政策=Actively_Encouraged}",0.06328,3164
"{GPA_下降,技能=Intermediate,自學_低}",0.06324,3162
"{主修=Business,付費=否,倦怠=Medium}",0.0632,3160
"{焦慮_高,用途=Copywriting/Drafting}",0.06316,3158
"{主修=STEM,依賴_低,倦怠=Medium}",0.06314,3157
"{依賴_低,倦怠=Low,自學_低}",0.06312,3156
"{倦怠=High,自學_高}",0.06308,3154
"{AI時數_高,GPA_下降,付費=是}",0.06304,3152
"{AI時數_低,主修=Business,依賴_低}",0.06302,3151
"{主修=Business,依賴_低,焦慮_低}",0.063,3150
"{AI時數_低,倦怠=Medium,焦慮_低}",0.063,3150
"{AI時數_低,GPA_上升,付費=否}",0.06298,3149
"{付費=否,依賴_低,技能=Beginner,政策=Allowed_With_Citation}",0.06296,3148
"{AI時數_低,依賴_低,政策=Allowed_With_Citation,焦慮_低}",0.06284,3142
"{GPA_上升,付費=否,倦怠=Low}",0.06282,3141
"{GPA_下降,付費=是,依賴_低}",0.06282,3141
"{GPA_持平,政策=Strict_Ban}",0.0628,3140
"{技能=Advanced,用途=Copywriting/Drafting}",0.06278,3139
"{AI時數_中,依賴_低,自學_低}",0.06278,3139
"{AI時數_低,付費=否,依賴_低,自學_高}",0.06276,3138
"{政策=Strict_Ban,焦慮_低}",0.06274,3137
"{依賴_低,政策=Allowed_With_Citation,用途=Debugging/Troubleshooting}",0.06274,3137
"{倦怠=Low,技能=Beginner,政策=Allowed_With_Citation}",0.0627,3135
"{AI時數_高,GPA_下降,自學_低}",0.0627,3135
"{依賴_低,焦慮_中,自學_高}",0.06268,3134
"{依賴_低,焦慮_低,用途=Copywriting/Drafting}",0.06264,3132
"{付費=是,倦怠=Medium,技能=Beginner}",0.06264,3132
"{付費=是,倦怠=Low,政策=Allowed_With_Citation}",0.06262,3131
"{技能=Beginner,政策=Allowed_With_Citation,自學_中}",0.0626,3130
"{GPA_持平,技能=Intermediate,政策=Allowed_With_Citation}",0.06256,3128
"{GPA_下降,付費=否,年級=Freshman}",0.06254,3127
"{主修=Humanities,付費=否,用途=Copywriting/Drafting}",0.06252,3126
"{GPA_下降,付費=否,自學_中}",0.06246,3123
"{付費=否,政策=Allowed_With_Citation,用途=Ideation}",0.06244,3122
"{付費=是,依賴_低,自學_低}",0.06244,3122
"{GPA_下降,年級=Junior}",0.0624,3120
"{技能=Beginner,政策=Allowed_With_Citation,自學_低}",0.0624,3120
"{AI時數_低,付費=否,自學_低}",0.06232,3116
"{GPA_上升,主修=Humanities}",0.06228,3114
"{技能=Intermediate,政策=Allowed_With_Citation,焦慮_中}",0.06228,3114
"{付費=否,倦怠=Medium,用途=Copywriting/Drafting}",0.06218,3109
"{依賴_低,倦怠=Low,年級=Freshman}",0.06216,3108
"{AI時數_中,GPA_下降,依賴_低}",0.06216,3108
"{付費=否,倦怠=Medium,焦慮_高}",0.0621,3105
"{付費=是,倦怠=High,政策=Allowed_With_Citation}",0.06204,3102
"{主修=Business,技能=Advanced}",0.06202,3101
"{主修=Medical,用途=Summarizing_Reading}",0.062,3100
"{GPA_上升,自學_低}",0.062,3100
"{AI時數_低,付費=否,依賴_低,技能=Beginner}",0.062,3100
"{GPA_上升,付費=是,倦怠=Medium}",0.06196,3098
"{GPA_下降,技能=Intermediate,政策=Allowed_With_Citation}",0.06196,3098
"{AI時數_高,GPA_上升,依賴_高}",0.06194,3097
"{AI時數_中,技能=Beginner,政策=Allowed_With_Citation}",0.0619,3095
"{付費=是,倦怠=Medium,技能=Intermediate}",0.06186,3093
"{付費=是,依賴_高,焦慮_高}",0.06176,3088
"{倦怠=Medium,技能=Beginner,焦慮_低}",0.06176,3088
"{AI時數_高,付費=是,自學_中}",0.06172,3086
"{技能=Intermediate,用途=Summarizing_Reading}",0.0617,3085
"{倦怠=Low,年級=Senior}",0.0617,3085
"{GPA_上升,依賴_低,技能=Advanced}",0.06166,3083
"{GPA_持平,政策=Allowed_With_Citation,自學_中}",0.06156,3078
"{AI時數_低,技能=Intermediate,政策=Allowed_With_Citation}",0.06148,3074
"{依賴_低,技能=Beginner,自學_低}",0.06146,3073
"{GPA_上升,政策=Allowed_With_Citation,焦慮_中}",0.06138,3069
"{年級=Junior,焦慮_高}",0.06136,3068
"{GPA_下降,焦慮_低,自學_低}",0.06134,3067
"{AI時數_高,依賴_高,自學_中}",0.06132,3066
"{付費=否,技能=Intermediate,政策=Actively_Encouraged}",0.0613,3065
